Z210;D20N;67458-BZ140-SG;551;;1;N1P1;P120;Process;THREAD NG;6.000;PCS;MOHD AZHAR BIN TAIB;2026-01-03;2025-12-31;IPS12105;223210012627
Z210;P2-13A;PW935231-32-RF;551;;1;N1RF1;P120;Process;Welding NG;5.000;PCS;MOHD AZHAR BIN TAIB;2026-01-03;2025-12-31;IPS12101;223210012627
Z210;P2-13A;PW935227-RF;551;;1;N1RF1;P120;Process;Level NG;7.000;PCS;MOHD AZHAR BIN TAIB;2026-01-03;2025-12-31;IPS12101;223210012627
Z210;P2-13A;PW935228-RF;551;;1;N1RF1;P120;Process;Level NG;8.000;PCS;MOHD AZHAR BIN TAIB;2026-01-03;2025-12-31;IPS12101;223210012627
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Process;Level NG;15.000;PCS;MOHD AZHAR BIN TAIB;2026-01-03;2025-12-31;IPS12101;223210012627
Z210;P2-13A;PW935211-RF;551;;1;N1RF1;P120;Process;D-Test;1.000;PCS;MOHD AZHAR BIN TAIB;2026-01-03;2025-12-31;IPS12101;223210012627
Z210;P2-13A;PW935213-RF;551;;1;N1RF2;P120;Process;D-Test;1.000;PCS;MOHD AZHAR BIN TAIB;2026-01-03;2025-12-31;IPS12101;223210012627
Z210;P2-13A;PW935212-RF;551;;1;N1RF1;P120;Process;D-Test;1.000;PCS;MOHD AZHAR BIN TAIB;2026-01-03;2025-12-31;IPS12101;223210012627
Z210;P2-13A;PW935214-RF;551;;1;N1RF2;P120;Process;D-Test;1.000;PCS;MOHD AZHAR BIN TAIB;2026-01-03;2025-12-31;IPS12101;223210012627
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Process;Cutting NG;6.000;PCS;MOHD AZHAR BIN TAIB;2026-01-03;2025-12-31;IPS12101;223210012627
