Z210;D20N;67457-BZ140-SG;551;;1;N1P1;P120;Process;THREAD NG;45.000;PCS;MOHD AZHAR BIN TAIB;2025-12-30;2025-12-24;IPS12105;223210012593
Z210;P2-13A;PW935594-RF;551;;1;N1RF1;P120;Process;D-Test;2.000;PCS;MOHD AZHAR BIN TAIB;2025-12-30;2025-12-24;IPS12101;223210012593
Z210;P2-13A;PW935596-RF;551;;1;N1RF2;P120;Process;D-Test;2.000;PCS;MOHD AZHAR BIN TAIB;2025-12-30;2025-12-24;IPS12101;223210012593
Z210;P2-13A;PW935595-RF;551;;1;N1RF2;P120;Process;Cutting NG;2.000;PCS;MOHD AZHAR BIN TAIB;2025-12-30;2025-12-24;IPS12101;223210012593
Z210;P2-13A;PW935593-RF;551;;1;N1RF1;P120;Process;D-Test;1.000;PCS;MOHD AZHAR BIN TAIB;2025-12-30;2025-12-24;IPS12101;223210012593
Z210;P2-13A;PW935595-RF;551;;1;N1RF2;P120;Process;D-Test;1.000;PCS;MOHD AZHAR BIN TAIB;2025-12-30;2025-12-24;IPS12101;223210012593
Z110;P2-13A;RM-CLS-0.8X200.5;551;;1;N1RF1;P110;Process;Others;27.000;KG;MOHD AZHAR BIN TAIB;2025-12-30;2025-12-24;IPS12101;223210012593
