Z210;D87A;67467-BZ170-SG;551;;1;N1P1;P120;Process;THREAD NG;2.000;PCS;MOHD AZHAR BIN TAIB;2025-12-10;2025-12-01;IPS12105;223210012471
Z210;P2-13A;PW935214-RF;551;;1;N1RF2;P120;Process;Crimping NG;6.000;PCS;MOHD AZHAR BIN TAIB;2025-12-10;2025-12-01;IPS12101;223210012471
Z210;P2-13A;PW935227-RF;551;;1;N1RF1;P120;Process;D-Test;2.000;PCS;MOHD AZHAR BIN TAIB;2025-12-10;2025-12-01;IPS12101;223210012471
Z210;P2-13A;PW935228-RF;551;;1;N1RF1;P120;Process;D-Test;1.000;PCS;MOHD AZHAR BIN TAIB;2025-12-10;2025-12-01;IPS12101;223210012471
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Process;D-Test;3.000;PCS;MOHD AZHAR BIN TAIB;2025-12-10;2025-12-01;IPS12101;223210012471
Z210;P2-13A;PW935593-RF;551;;1;N1RF1;P120;Process;D-Test;1.000;PCS;MOHD AZHAR BIN TAIB;2025-12-10;2025-12-01;IPS12101;223210012471
Z210;P2-13A;PW935595-RF;551;;1;N1RF2;P120;Process;D-Test;1.000;PCS;MOHD AZHAR BIN TAIB;2025-12-10;2025-12-01;IPS12101;223210012471
Z210;P2-13A;PW935214-RF;551;;1;N1RF2;P120;Process;Cutting NG;2.000;PCS;MOHD AZHAR BIN TAIB;2025-12-10;2025-12-01;IPS12101;223210012471
Z110;P2-13A;RM-CLS-0.8X200.5;551;;1;N1RF1;P110;Process;Others;49.200;KG;MOHD AZHAR BIN TAIB;2025-12-10;2025-12-01;IPS12101;223210012471
