Z210;D87A;67455-BZ040-SG;551;;1;N1P1;P120;Setting;D-Test;3.000;PCS;MOHD AZHAR BIN TAIB;2025-09-23;2025-09-12;IPS12105;223210012066
Z210;P2-13A;PW935212-RF;551;;1;N1RF1;P120;Process;Hump;4.000;PCS;MOHD AZHAR BIN TAIB;2025-09-23;2025-09-12;IPS12101;223210012066
Z210;P2-13A;PW935214-RF;551;;1;N1RF2;P120;Process;Hump;4.000;PCS;MOHD AZHAR BIN TAIB;2025-09-23;2025-09-12;IPS12101;223210012066
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Process;Cutting NG;7.000;PCS;MOHD AZHAR BIN TAIB;2025-09-23;2025-09-12;IPS12101;223210012066
Z210;P2-13A;PW935213-RF;551;;1;N1RF2;P120;Process;Cutting NG;5.000;PCS;MOHD AZHAR BIN TAIB;2025-09-23;2025-09-12;IPS12101;223210012066
Z210;P2-30A;PW933793-RF;551;;1;N1RF1;P120;Process;Cutting NG;6.000;PCS;MOHD AZHAR BIN TAIB;2025-09-23;2025-09-12;IPS12101;223210012066
Z210;P2-13A;PW935593-RF;551;;1;N1RF1;P120;Process;D-Test;2.000;PCS;MOHD AZHAR BIN TAIB;2025-09-23;2025-09-12;IPS12101;223210012066
Z210;P2-13A;PW935595-RF;551;;1;N1RF2;P120;Process;D-Test;2.000;PCS;MOHD AZHAR BIN TAIB;2025-09-23;2025-09-12;IPS12101;223210012066
Z110;P2-13A;RM-CLS-0.7X103;551;;1;N1RF2;P110;Process;Dented;14.000;KG;MOHD AZHAR BIN TAIB;2025-09-23;2025-09-12;IPS12101;223210012066
