Z210;D87A;67455-BZ040-SG;551;;1;N1P1;P120;Setting;D-Test;2.000;PCS;MOHD AZHAR BIN TAIB;2026-06-29;2026-06-22;IPS12105;223210013518
Z210;P2-13A;PW935593-RF;551;;1;N1RF1;P120;Process;Welding NG;9.000;PCS;MOHD AZHAR BIN TAIB;2026-06-29;2026-06-22;IPS12101;223210013518
Z210;P2-13A;PW935595-RF;551;;1;N1RF2;P120;Process;Welding NG;9.000;PCS;MOHD AZHAR BIN TAIB;2026-06-29;2026-06-22;IPS12101;223210013518
Z210;P2-13A;PW935594-RF;551;;1;N1RF1;P120;Process;Welding NG;1.000;PCS;MOHD AZHAR BIN TAIB;2026-06-29;2026-06-22;IPS12101;223210013518
Z210;P2-13A;PW935596-RF;551;;1;N1RF2;P120;Process;Welding NG;1.000;PCS;MOHD AZHAR BIN TAIB;2026-06-29;2026-06-22;IPS12101;223210013518
Z210;P2-13A;PW935231-32-RF;551;;1;N1RF1;P120;Process;Welding NG;10.000;PCS;MOHD AZHAR BIN TAIB;2026-06-29;2026-06-22;IPS12101;223210013518
Z210;P2-13A;PW935212-RF;551;;1;N1RF1;P120;Process;D-Test;2.000;PCS;MOHD AZHAR BIN TAIB;2026-06-29;2026-06-22;IPS12101;223210013518
Z210;P2-13A;PW935214-RF;551;;1;N1RF2;P120;Process;D-Test;2.000;PCS;MOHD AZHAR BIN TAIB;2026-06-29;2026-06-22;IPS12101;223210013518
Z210;P2-13A;PW935227-RF;551;;1;N1RF1;P120;Process;D-Test;1.000;PCS;MOHD AZHAR BIN TAIB;2026-06-29;2026-06-22;IPS12101;223210013518
