Z210;D74A;67458-BZ200-SG;551;;1;N1P1;P120;Process;THREAD NG;1.000;PCS;MOHD AZHAR BIN TAIB;2025-08-27;2025-08-19;IPS12105;223210011913
Z210;P2-13A;PW935231-32-RF;551;;1;N1RF1;P120;Setting;Bending NG;5.000;PCS;MOHD AZHAR BIN TAIB;2025-08-27;2025-08-19;IPS12101;223210011913
Z210;P2-13A;PW935211-RF;551;;1;N1RF1;P120;Process;Body NG;6.000;PCS;MOHD AZHAR BIN TAIB;2025-08-27;2025-08-19;IPS12101;223210011913
Z210;P2-13A;PW935213-RF;551;;1;N1RF2;P120;Process;Body NG;3.000;PCS;MOHD AZHAR BIN TAIB;2025-08-27;2025-08-19;IPS12101;223210011913
Z210;P2-13A;PW935228-RF;551;;1;N1RF1;P120;Process;Body NG;31.000;PCS;MOHD AZHAR BIN TAIB;2025-08-27;2025-08-19;IPS12101;223210011913
Z210;P2-13A;PW935227-RF;551;;1;N1RF1;P120;Process;Body NG;27.000;PCS;MOHD AZHAR BIN TAIB;2025-08-27;2025-08-19;IPS12101;223210011913
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Process;Body NG;22.000;PCS;MOHD AZHAR BIN TAIB;2025-08-27;2025-08-19;IPS12101;223210011913
Z210;P2-13A;PW935212-RF;551;;1;N1RF1;P120;Process;D-Test;1.000;PCS;MOHD AZHAR BIN TAIB;2025-08-27;2025-08-19;IPS12101;223210011913
Z210;P2-13A;PW935214-RF;551;;1;N1RF2;P120;Process;D-Test;1.000;PCS;MOHD AZHAR BIN TAIB;2025-08-27;2025-08-19;IPS12101;223210011913
