Z210;D20N;67458-BZ140-SG;551;;1;N1P1;P120;Process;THREAD NG;2.000;PCS;MOHD AZHAR BIN TAIB;2025-11-14;2025-11-06;IPS12105;223210012344
Z210;P2-13A;PW935228-RF;551;;1;N1RF1;P120;Process;Hump;11.000;PCS;MOHD AZHAR BIN TAIB;2025-11-14;2025-11-06;IPS12101;223210012344
Z210;P2-13A;PW935227-RF;551;;1;N1RF1;P120;Process;Hump;2.000;PCS;MOHD AZHAR BIN TAIB;2025-11-14;2025-11-06;IPS12101;223210012344
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Process;Hump;13.000;PCS;MOHD AZHAR BIN TAIB;2025-11-14;2025-11-06;IPS12101;223210012344
Z210;P2-13A;PW935593-RF;551;;1;N1RF1;P120;Process;D-Test;2.000;PCS;MOHD AZHAR BIN TAIB;2025-11-14;2025-11-06;IPS12101;223210012344
Z210;P2-13A;PW935595-RF;551;;1;N1RF2;P120;Process;D-Test;2.000;PCS;MOHD AZHAR BIN TAIB;2025-11-14;2025-11-06;IPS12101;223210012344
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Process;Cutting NG;2.000;PCS;MOHD AZHAR BIN TAIB;2025-11-14;2025-11-06;IPS12101;223210012344
Z210;P2-13A;PW935213-RF;551;;1;N1RF2;P120;Process;Cutting NG;3.000;PCS;MOHD AZHAR BIN TAIB;2025-11-14;2025-11-06;IPS12101;223210012344
Z210;P2-13A;PW935595-RF;551;;1;N1RF2;P120;Process;Cutting NG;5.000;PCS;MOHD AZHAR BIN TAIB;2025-11-14;2025-11-06;IPS12101;223210012344
Z110;P2-13A;RM-CLS-0.7X103;551;;1;N1RF2;P110;Process;Others;11.500;KG;MOHD AZHAR BIN TAIB;2025-11-14;2025-11-06;IPS12101;223210012344
