Z210;D87A;67467-BZ170-SG;551;;1;N1P1;P120;Process;THREAD NG;2.000;PCS;MOHD AZHAR BIN TAIB;2025-09-23;2025-09-12;IPS12105;223210012065
Z210;P2-30A;PW933791-92-RF;551;;1;N1RF1;P120;Setting;Bending NG;5.000;PCS;MOHD AZHAR BIN TAIB;2025-09-23;2025-09-12;IPS12101;223210012065
Z210;P2-13A;PW935593-RF;551;;1;N1RF1;P120;Process;Welding NG;2.000;PCS;MOHD AZHAR BIN TAIB;2025-09-23;2025-09-12;IPS12101;223210012065
Z210;P2-13A;PW935595-RF;551;;1;N1RF2;P120;Process;Welding NG;2.000;PCS;MOHD AZHAR BIN TAIB;2025-09-23;2025-09-12;IPS12101;223210012065
Z210;P2-13A;PW935231-32-RF;551;;1;N1RF1;P120;Process;Welding NG;2.000;PCS;MOHD AZHAR BIN TAIB;2025-09-23;2025-09-12;IPS12101;223210012065
Z210;P2-13A;PW935227-RF;551;;1;N1RF1;P120;Process;D-Test;2.000;PCS;MOHD AZHAR BIN TAIB;2025-09-23;2025-09-12;IPS12101;223210012065
Z210;P2-13A;PW935228-RF;551;;1;N1RF1;P120;Process;D-Test;1.000;PCS;MOHD AZHAR BIN TAIB;2025-09-23;2025-09-12;IPS12101;223210012065
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Process;D-Test;3.000;PCS;MOHD AZHAR BIN TAIB;2025-09-23;2025-09-12;IPS12101;223210012065
Z210;P2-13A;PW935211-RF;551;;1;N1RF1;P120;Process;D-Test;1.000;PCS;MOHD AZHAR BIN TAIB;2025-09-23;2025-09-12;IPS12101;223210012065
