Z210;D55L;67467-BZ230-SG;551;;1;N1P1;P120;Setting;D-Test;8.000;PCS;Shamratul Nahar Mohammad;2024-04-30;2024-04-26;IPS12105;223210009296
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Process;Hole NG;3.000;PCS;Shamratul Nahar Mohammad;2024-04-30;2024-04-26;IPS12101;223210009296
Z210;P2-13A;PW935593-RF;551;;1;N1RF1;P120;Process;Hump;1.000;PCS;Shamratul Nahar Mohammad;2024-04-30;2024-04-26;IPS12101;223210009296
Z210;P2-13A;PW935595-RF;551;;1;N1RF2;P120;Process;Hump;1.000;PCS;Shamratul Nahar Mohammad;2024-04-30;2024-04-26;IPS12101;223210009296
Z210;P2-30A;PW933800-RF;551;;1;N1RF1;P120;Process;Dented;1.000;PCS;Shamratul Nahar Mohammad;2024-04-30;2024-04-26;IPS12101;223210009296
Z210;P2-30A;PW933797-98-RF;551;;1;N1RF2;P120;Process;Dented;1.000;PCS;Shamratul Nahar Mohammad;2024-04-30;2024-04-26;IPS12101;223210009296
Z210;P2-13A;PW935596-RF;551;;1;N1RF2;P120;Process;Cutting NG;2.000;PCS;Shamratul Nahar Mohammad;2024-04-30;2024-04-26;IPS12101;223210009296
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Process;Cutting NG;6.000;PCS;Shamratul Nahar Mohammad;2024-04-30;2024-04-26;IPS12101;223210009296
Z210;P2-30A;PW933797-98-RF;551;;1;N1RF2;P120;Process;Cutting NG;6.000;PCS;Shamratul Nahar Mohammad;2024-04-30;2024-04-26;IPS12101;223210009296
