Z210;D20N;67457-BZ140-SG;551;;1;N1P1;P120;Process;THREAD NG;17.000;PCS;Shamratul Nahar Mohammad;2023-09-25;2023-09-19;IPS12105;223210008174
Z210;P2-13A;PW935231-32-RF;551;;1;N1RF1;P120;Process;Bending NG;1.000;PCS;Shamratul Nahar Mohammad;2023-09-25;2023-09-19;IPS12101;223210008174
Z210;P2-13A;PW935593-RF;551;;1;N1RF1;P120;Setting;Body NG;3.000;PCS;Shamratul Nahar Mohammad;2023-09-25;2023-09-19;IPS12101;223210008174
Z210;P2-13A;PW935595-RF;551;;1;N1RF2;P120;Setting;Body NG;3.000;PCS;Shamratul Nahar Mohammad;2023-09-25;2023-09-19;IPS12101;223210008174
Z210;P2-13A;PW935231-32-RF;551;;1;N1RF1;P120;Setting;Body NG;2.000;PCS;Shamratul Nahar Mohammad;2023-09-25;2023-09-19;IPS12101;223210008174
Z210;P2-13A;PW935228-RF;551;;1;N1RF1;P120;Process;Welding NG;2.000;PCS;Shamratul Nahar Mohammad;2023-09-25;2023-09-19;IPS12101;223210008174
Z210;P2-13A;PW935227-RF;551;;1;N1RF2;P120;Process;Welding NG;1.000;PCS;Shamratul Nahar Mohammad;2023-09-25;2023-09-19;IPS12101;223210008174
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Process;Welding NG;3.000;PCS;Shamratul Nahar Mohammad;2023-09-25;2023-09-19;IPS12101;223210008174
Z210;P2-13A;PW935594-RF;551;;1;N1RF1;P120;Process;Dented;1.000;PCS;Shamratul Nahar Mohammad;2023-09-25;2023-09-19;IPS12101;223210008174
