Z210;D20N;67457-BZ140-SG;551;;1;N1P1;P120;Process;THREAD NG;1.000;PCS;Shamratul Nahar Mohammad;2024-07-24;2024-07-11;IPS12105;223210009749
Z210;P2-31A;PW935700-RF;551;;1;N1RF1;P120;Process;Body NG;11.000;PCS;Shamratul Nahar Mohammad;2024-07-24;2024-07-11;IPS12101;223210009749
Z210;P2-31A;PW935702-RF;551;;1;N1RF2;P120;Process;Body NG;11.000;PCS;Shamratul Nahar Mohammad;2024-07-24;2024-07-11;IPS12101;223210009749
Z210;P2-31A;PW935231-32-RF;551;;1;N1RF1;P120;Process;Body NG;6.000;PCS;Shamratul Nahar Mohammad;2024-07-24;2024-07-11;IPS12101;223210009749
Z210;P2-31A;PW935212-RF;551;;1;N1RF1;P120;Process;Crimping NG;2.000;PCS;Shamratul Nahar Mohammad;2024-07-24;2024-07-11;IPS12101;223210009749
Z210;P2-31A;PW935214-RF;551;;1;N1RF2;P120;Process;Crimping NG;2.000;PCS;Shamratul Nahar Mohammad;2024-07-24;2024-07-11;IPS12101;223210009749
Z210;P2-13A;PW935228-RF;551;;1;N1RF1;P120;Process;Hump;1.000;PCS;Shamratul Nahar Mohammad;2024-07-24;2024-07-11;IPS12101;223210009749
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Process;Hump;1.000;PCS;Shamratul Nahar Mohammad;2024-07-24;2024-07-11;IPS12101;223210009749
Z210;P2-13A;PW935594-RF;551;;1;N1RF1;P120;Process;Welding NG;1.000;PCS;Shamratul Nahar Mohammad;2024-07-24;2024-07-11;IPS12101;223210009749
Z210;P2-13A;PW935596-RF;551;;1;N1RF2;P120;Process;Welding NG;1.000;PCS;Shamratul Nahar Mohammad;2024-07-24;2024-07-11;IPS12101;223210009749
