Z210;D55L;67467-BZ230-SG;551;;1;N1P1;P120;Setting;D-Test;3.000;PCS;Shamratul Nahar Mohammad;2024-07-26;2024-07-19;IPS12105;223210009785
Z210;P2-30A;PW933800-RF;551;;1;N1RF1;P120;Process;Welding NG;2.000;PCS;Shamratul Nahar Mohammad;2024-07-26;2024-07-19;IPS12101;223210009785
Z210;P2-30A;PW933799-RF;551;;1;N1RF1;P120;Process;Welding NG;1.000;PCS;Shamratul Nahar Mohammad;2024-07-26;2024-07-19;IPS12101;223210009785
Z210;P2-30A;PW933797-98-RF;551;;1;N1RF2;P120;Process;Welding NG;3.000;PCS;Shamratul Nahar Mohammad;2024-07-26;2024-07-19;IPS12101;223210009785
Z210;P2-30A;PW932578-RF;551;;1;N1RF1;P120;Process;Hump;1.000;PCS;Shamratul Nahar Mohammad;2024-07-26;2024-07-19;IPS12101;223210009785
Z210;P2-30A;PW932577-78-RF;551;;1;N1RF2;P120;Process;Hump;1.000;PCS;Shamratul Nahar Mohammad;2024-07-26;2024-07-19;IPS12101;223210009785
Z210;P2-13A;PW935213-RF;551;;1;N1RF2;P120;Process;Cutting NG;5.000;PCS;Shamratul Nahar Mohammad;2024-07-26;2024-07-19;IPS12101;223210009785
Z210;P2-13A;PW935596-RF;551;;1;N1RF2;P120;Process;Cutting NG;4.000;PCS;Shamratul Nahar Mohammad;2024-07-26;2024-07-19;IPS12101;223210009785
