Z210;D55L;67467-BZ230-SG;551;;1;N1P1;P120;Setting;D-Test;7.000;PCS;Shamratul Nahar Mohammad;2023-08-17;2023-08-02;IPS12105;223210007947
Z210;P2-13A;PW935227-RF;551;;1;N1RF1;P120;Process;Crimping NG;2.000;PCS;Shamratul Nahar Mohammad;2023-08-17;2023-08-02;IPS12101;223210007947
Z210;P2-13A;PW935228-RF;551;;1;N1RF1;P120;Process;Crimping NG;4.000;PCS;Shamratul Nahar Mohammad;2023-08-17;2023-08-02;IPS12101;223210007947
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Process;Crimping NG;6.000;PCS;Shamratul Nahar Mohammad;2023-08-17;2023-08-02;IPS12101;223210007947
Z210;P2-13A;PW935211-RF;551;;1;N1RF1;P120;Process;Hump;1.000;PCS;Shamratul Nahar Mohammad;2023-08-17;2023-08-02;IPS12101;223210007947
Z210;P2-13A;PW935213-RF;551;;1;N1RF2;P120;Process;Hump;1.000;PCS;Shamratul Nahar Mohammad;2023-08-17;2023-08-02;IPS12101;223210007947
Z210;P2-13A;PW935593-RF;551;;1;N1RF1;P120;Process;Hump;1.000;PCS;Shamratul Nahar Mohammad;2023-08-17;2023-08-02;IPS12101;223210007947
Z210;P2-13A;PW935595-RF;551;;1;N1RF2;P120;Process;Hump;1.000;PCS;Shamratul Nahar Mohammad;2023-08-17;2023-08-02;IPS12101;223210007947
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Process;Cutting NG;5.000;PCS;Shamratul Nahar Mohammad;2023-08-17;2023-08-02;IPS12101;223210007947
Z110;P2-13A;RM-CLS-0.8X200.5;551;;1;N1RF1;P120;Process;Hump;57.100;KG;Shamratul Nahar Mohammad;2023-08-17;2023-08-02;IPS12101;223210007947
