Z210;D27A;67472-BZ040-SG;551;;1;N1P1;P120;Process;THREAD NG;1.000;PCS;Mohamad Aidil Zhafri Bin Mohamad Zani;2025-02-26;2025-02-15;IPS12105;223210010919
Z210;P2-30A;PW933791-92-RF;551;;1;N1RF1;P120;Setting;Body NG;3.000;PCS;Mohamad Aidil Zhafri Bin Mohamad Zani;2025-02-26;2025-02-15;IPS12101;223210010919
Z210;P2-13A;PW935211-RF;551;;1;N1RF1;P120;Process;D-Test;1.000;PCS;Mohamad Aidil Zhafri Bin Mohamad Zani;2025-02-26;2025-02-15;IPS12101;223210010919
Z210;P2-13A;PW935213-RF;551;;1;N1RF2;P120;Process;D-Test;1.000;PCS;Mohamad Aidil Zhafri Bin Mohamad Zani;2025-02-26;2025-02-15;IPS12101;223210010919
Z210;P2-13A;PW935212-RF;551;;1;N1RF1;P120;Process;D-Test;1.000;PCS;Mohamad Aidil Zhafri Bin Mohamad Zani;2025-02-26;2025-02-15;IPS12101;223210010919
Z210;P2-13A;PW935214-RF;551;;1;N1RF2;P120;Process;D-Test;1.000;PCS;Mohamad Aidil Zhafri Bin Mohamad Zani;2025-02-26;2025-02-15;IPS12101;223210010919
Z210;P2-13A;PW935593-RF;551;;1;N1RF1;P120;Process;Crimping NG;3.000;PCS;Mohamad Aidil Zhafri Bin Mohamad Zani;2025-02-26;2025-02-15;IPS12101;223210010919
Z210;P2-13A;PW935595-RF;551;;1;N1RF2;P120;Process;Crimping NG;3.000;PCS;Mohamad Aidil Zhafri Bin Mohamad Zani;2025-02-26;2025-02-15;IPS12101;223210010919
Z210;P2-30A;PW933799-RF;551;;1;N1RF1;P120;Process;D-Test;1.000;PCS;Mohamad Aidil Zhafri Bin Mohamad Zani;2025-02-26;2025-02-15;IPS12101;223210010919
