Z210;D55L;67467-BZ230-SG;551;;1;N1P1;P120;Setting;D-Test;3.000;PCS;Shamratul Nahar Mohammad;2023-12-21;2023-12-16;IPS12105;223210008664
Z210;P2-13A;PW935213-RF;551;;1;N1RF2;P120;Process;Hump;1.000;PCS;Shamratul Nahar Mohammad;2023-12-21;2023-12-16;IPS12101;223210008664
Z210;P2-13A;PW935593-RF;551;;1;N1RF1;P120;Process;Dented;1.000;PCS;Shamratul Nahar Mohammad;2023-12-21;2023-12-16;IPS12101;223210008664
Z210;P2-13A;PW935595-RF;551;;1;N1RF2;P120;Process;Dented;1.000;PCS;Shamratul Nahar Mohammad;2023-12-21;2023-12-16;IPS12101;223210008664
Z210;P2-30A;PW932578-RF;551;;1;N1RF1;P120;Process;Crimping NG;3.000;PCS;Shamratul Nahar Mohammad;2023-12-21;2023-12-16;IPS12101;223210008664
Z210;P2-30A;PW932577-78-RF;551;;1;N1RF2;P120;Process;Crimping NG;3.000;PCS;Shamratul Nahar Mohammad;2023-12-21;2023-12-16;IPS12101;223210008664
Z210;P2-31A;PW935699-RF;551;;1;N1RF1;P120;Process;Welding NG;1.000;PCS;Shamratul Nahar Mohammad;2023-12-21;2023-12-16;IPS12101;223210008664
Z210;P2-31A;PW935701-RF;551;;1;N1RF2;P120;Process;Welding NG;1.000;PCS;Shamratul Nahar Mohammad;2023-12-21;2023-12-16;IPS12101;223210008664
Z210;P2-31A;PW935700-RF;551;;1;N1RF1;P120;Process;Welding NG;1.000;PCS;Shamratul Nahar Mohammad;2023-12-21;2023-12-16;IPS12101;223210008664
