Z210;D55L;67463-BZ180-SG;551;;1;N1P1;P120;Setting;D-Test;5.000;PCS;Shamratul Nahar Mohammad;2023-06-22;2023-06-21;IPS12105;223210007708
Z210;P2-30A;PW933797-98-RF;551;;1;N1RF2;P120;Process;Hump;1.000;PCS;Shamratul Nahar Mohammad;2023-06-22;2023-06-21;IPS12101;223210007708
Z210;P2-31A;PW935699-RF;551;;1;N1RF1;P120;Process;Hump;1.000;PCS;Shamratul Nahar Mohammad;2023-06-22;2023-06-21;IPS12101;223210007708
Z210;P2-31A;PW935701-RF;551;;1;N1RF2;P120;Process;Hump;1.000;PCS;Shamratul Nahar Mohammad;2023-06-22;2023-06-21;IPS12101;223210007708
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Process;Cutting NG;2.000;PCS;Shamratul Nahar Mohammad;2023-06-22;2023-06-21;IPS12101;223210007708
Z210;P2-13A;PW935593-RF;551;;1;N1RF1;P120;Process;Cutting NG;2.000;PCS;Shamratul Nahar Mohammad;2023-06-22;2023-06-21;IPS12101;223210007708
