Z210;D55L;67463-BZ180-SG;551;;1;N1P1;P120;Setting;D-Test;5.000;PCS;Shamratul Nahar Mohammad;2024-05-15;2024-05-04;IPS12105;223210009384
Z210;P2-13A;PW935213-RF;551;;1;N1RF2;P120;Process;Hump;1.000;PCS;Shamratul Nahar Mohammad;2024-05-15;2024-05-04;IPS12101;223210009384
Z210;P2-13A;PW935594-RF;551;;1;N1RF1;P120;Process;Hump;1.000;PCS;Shamratul Nahar Mohammad;2024-05-15;2024-05-04;IPS12101;223210009384
Z210;P2-13A;PW935596-RF;551;;1;N1RF2;P120;Process;Hump;1.000;PCS;Shamratul Nahar Mohammad;2024-05-15;2024-05-04;IPS12101;223210009384
Z210;P2-30A;PW933799-RF;551;;1;N1RF1;P120;Process;Dented;1.000;PCS;Shamratul Nahar Mohammad;2024-05-15;2024-05-04;IPS12101;223210009384
Z210;P2-30A;PW933797-98-RF;551;;1;N1RF2;P120;Process;Dented;1.000;PCS;Shamratul Nahar Mohammad;2024-05-15;2024-05-04;IPS12101;223210009384
Z210;P2-30A;PW933793-RF;551;;1;N1RF1;P120;Process;Cutting NG;8.000;PCS;Shamratul Nahar Mohammad;2024-05-15;2024-05-04;IPS12101;223210009384
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF1;P120;Process;Cutting NG;3.000;PCS;Shamratul Nahar Mohammad;2024-05-15;2024-05-04;IPS12101;223210009384
Z110;P2-13A;RM-CLS-0.8X200.5;551;;1;N1S1;P110;Process;Hump;23.600;KG;Shamratul Nahar Mohammad;2024-05-15;2024-05-04;IPS12102;223210009384
