Z110;P2-13A;RM-CLS-0.8X143.5;551;;1;N1RF1;P110;Process;Others;29.000;KG;Mohamad Aidil Zhafri Bin Mohamad Zani;2024-12-06;2024-12-04;IPS12101;223210010520
Z210;D27A;67451-BZ070-SG;551;;1;N1P1;P120;Setting;D-Test;3.000;PCS;Mohamad Aidil Zhafri Bin Mohamad Zani;2024-12-06;2024-12-04;IPS12105;223210010520
Z210;P2-13A;PW935212-RF;551;;1;N1RF1;P120;Setting;D-Test;2.000;PCS;Mohamad Aidil Zhafri Bin Mohamad Zani;2024-12-06;2024-12-04;IPS12101;223210010520
Z210;P2-13A;PW935214-RF;551;;1;N1RF2;P120;Setting;D-Test;2.000;PCS;Mohamad Aidil Zhafri Bin Mohamad Zani;2024-12-06;2024-12-04;IPS12101;223210010520
Z210;P2-13A;PW935593-RF;551;;1;N1RF1;P120;Setting;D-Test;1.000;PCS;Mohamad Aidil Zhafri Bin Mohamad Zani;2024-12-06;2024-12-04;IPS12101;223210010520
Z210;P2-13A;PW935595-RF;551;;1;N1RF2;P120;Setting;D-Test;1.000;PCS;Mohamad Aidil Zhafri Bin Mohamad Zani;2024-12-06;2024-12-04;IPS12101;223210010520
Z210;P2-30A;PW932577-78-RF;551;;1;N1RF2;P120;Setting;D-Test;1.000;PCS;Mohamad Aidil Zhafri Bin Mohamad Zani;2024-12-06;2024-12-04;IPS12101;223210010520
Z210;P2-31A;PW935699-RF;551;;1;N1RF1;P120;Setting;D-Test;1.000;PCS;Mohamad Aidil Zhafri Bin Mohamad Zani;2024-12-06;2024-12-04;IPS12101;223210010520
Z210;P2-31A;PW935701-RF;551;;1;N1RF2;P120;Setting;D-Test;1.000;PCS;Mohamad Aidil Zhafri Bin Mohamad Zani;2024-12-06;2024-12-04;IPS12101;223210010520
