Z210;D20N;67457-BZ140-SG;551;;1;N1P1;P120;Process;THREAD NG;4.000;PCS;MOHD AZHAR BIN TAIB;2025-06-30;2025-06-19;IPS12105;223210011557
Z210;P2-13A;PW935596-RF;551;;1;N1RF2;P120;Setting;Body NG;1.000;PCS;MOHD AZHAR BIN TAIB;2025-06-30;2025-06-19;IPS12101;223210011557
Z210;P2-13A;PW935231-32-RF;551;;1;N1RF1;P120;Setting;Body NG;2.000;PCS;MOHD AZHAR BIN TAIB;2025-06-30;2025-06-19;IPS12101;223210011557
Z210;P2-13A;PW935211-RF;551;;1;N1RF1;P120;Process;Hump;3.000;PCS;MOHD AZHAR BIN TAIB;2025-06-30;2025-06-19;IPS12101;223210011557
Z210;P2-13A;PW935213-RF;551;;1;N1RF2;P120;Process;Hump;3.000;PCS;MOHD AZHAR BIN TAIB;2025-06-30;2025-06-19;IPS12101;223210011557
Z210;P2-13A;PW935212-RF;551;;1;N1RF1;P120;Process;D-Test;1.000;PCS;MOHD AZHAR BIN TAIB;2025-06-30;2025-06-19;IPS12101;223210011557
Z210;P2-13A;PW935214-RF;551;;1;N1RF2;P120;Process;D-Test;1.000;PCS;MOHD AZHAR BIN TAIB;2025-06-30;2025-06-19;IPS12101;223210011557
Z210;P2-13A;PW935227-RF;551;;1;N1RF1;P120;Process;D-Test;2.000;PCS;MOHD AZHAR BIN TAIB;2025-06-30;2025-06-19;IPS12101;223210011557
Z210;P2-13A;PW935228-RF;551;;1;N1RF1;P120;Process;D-Test;1.000;PCS;MOHD AZHAR BIN TAIB;2025-06-30;2025-06-19;IPS12101;223210011557
