Z210;D87A;67455-BZ040-SG;551;;1;N1P1;P120;Setting;D-Test;2.000;PCS;Mohamad Aidil Zhafri Bin Mohamad Zani;2025-04-18;2025-04-15;IPS12105;223210011160
Z210;P2-13A;PW935211-RF;551;;1;N1RF1;P120;Process;D-Test;2.000;PCS;Mohamad Aidil Zhafri Bin Mohamad Zani;2025-04-18;2025-04-15;IPS12101;223210011160
Z210;P2-13A;PW935213-RF;551;;1;N1RF2;P120;Process;D-Test;2.000;PCS;Mohamad Aidil Zhafri Bin Mohamad Zani;2025-04-18;2025-04-15;IPS12101;223210011160
Z210;P2-30A;PW933799-RF;551;;1;N1RF1;P120;Process;D-Test;1.000;PCS;Mohamad Aidil Zhafri Bin Mohamad Zani;2025-04-18;2025-04-15;IPS12101;223210011160
Z210;P2-30A;PW933797-98-RF;551;;1;N1RF2;P120;Process;D-Test;1.000;PCS;Mohamad Aidil Zhafri Bin Mohamad Zani;2025-04-18;2025-04-15;IPS12101;223210011160
Z210;P2-30A;PW932578-RF;551;;1;N1RF1;P120;Process;D-Test;1.000;PCS;Mohamad Aidil Zhafri Bin Mohamad Zani;2025-04-18;2025-04-15;IPS12101;223210011160
Z210;P2-30A;PW932577-78-RF;551;;1;N1RF2;P120;Process;D-Test;1.000;PCS;Mohamad Aidil Zhafri Bin Mohamad Zani;2025-04-18;2025-04-15;IPS12101;223210011160
Z210;P2-30A;PW935229-30-RF;551;;1;N1RF2;P120;Process;Cutting NG;11.000;PCS;Mohamad Aidil Zhafri Bin Mohamad Zani;2025-04-18;2025-04-15;IPS12101;223210011160
Z210;P2-13A;PW935213-RF;551;;1;N1RF2;P120;Process;Cutting NG;10.000;PCS;Mohamad Aidil Zhafri Bin Mohamad Zani;2025-04-18;2025-04-15;IPS12101;223210011160
Z210;P2-13A;PW935596-RF;551;;1;N1RF2;P120;Process;Cutting NG;3.000;PCS;Mohamad Aidil Zhafri Bin Mohamad Zani;2025-04-18;2025-04-15;IPS12101;223210011160
