Z210;D20N;67457-BZ140-SG;551;;1;N1P1;P120;Process;THREAD NG;2.000;PCS;Shamratul Nahar Mohammad;2023-09-26;2023-09-21;IPS12105;223210008192
Z210;P2-13A;PW935227-RF;551;;1;N1RF1;P120;Process;Hump;2.000;PCS;Shamratul Nahar Mohammad;2023-09-26;2023-09-21;IPS12101;223210008192
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Process;Hump;2.000;PCS;Shamratul Nahar Mohammad;2023-09-26;2023-09-21;IPS12101;223210008192
Z210;P2-13A;PW935593-RF;551;;1;N1RF1;P120;Process;D-Test;1.000;PCS;Shamratul Nahar Mohammad;2023-09-26;2023-09-21;IPS12101;223210008192
Z210;P2-13A;PW935595-RF;551;;1;N1RF2;P120;Process;D-Test;1.000;PCS;Shamratul Nahar Mohammad;2023-09-26;2023-09-21;IPS12101;223210008192
Z210;P2-13A;PW935594-RF;551;;1;N1RF1;P120;Process;D-Test;1.000;PCS;Shamratul Nahar Mohammad;2023-09-26;2023-09-21;IPS12101;223210008192
Z210;P2-13A;PW935596-RF;551;;1;N1RF2;P120;Process;D-Test;1.000;PCS;Shamratul Nahar Mohammad;2023-09-26;2023-09-21;IPS12101;223210008192
Z210;P2-30A;PW933800-RF;551;;1;N1RF1;P120;Process;Hump;3.000;PCS;Shamratul Nahar Mohammad;2023-09-26;2023-09-21;IPS12101;223210008192
Z210;P2-30A;PW933797-98-RF;551;;1;N1RF2;P120;Process;Hump;3.000;PCS;Shamratul Nahar Mohammad;2023-09-26;2023-09-21;IPS12101;223210008192
