Z210;D55L;67462-BZ090-SG;551;;1;N1P1;P120;Setting;D-Test;3.000;PCS;Shamratul Nahar Mohammad;2024-05-24;2024-05-18;IPS12105;223210009463
Z210;P2-13A;PW935594-RF;551;;1;N1RF1;P120;Process;Dented;1.000;PCS;Shamratul Nahar Mohammad;2024-05-24;2024-05-18;IPS12101;223210009463
Z210;P2-13A;PW935596-RF;551;;1;N1RF2;P120;Process;Dented;1.000;PCS;Shamratul Nahar Mohammad;2024-05-24;2024-05-18;IPS12101;223210009463
Z210;P2-30A;PW933799-RF;551;;1;N1RF1;P120;Process;Hump;1.000;PCS;Shamratul Nahar Mohammad;2024-05-24;2024-05-18;IPS12101;223210009463
Z210;P2-30A;PW933797-98-RF;551;;1;N1RF2;P120;Process;Hump;1.000;PCS;Shamratul Nahar Mohammad;2024-05-24;2024-05-18;IPS12101;223210009463
Z210;P2-30A;PW933793-RF;551;;1;N1RF1;P120;Process;Cutting NG;2.000;PCS;Shamratul Nahar Mohammad;2024-05-24;2024-05-18;IPS12101;223210009463
Z210;P2-13A;PW935596-RF;551;;1;N1RF2;P120;Process;Cutting NG;3.000;PCS;Shamratul Nahar Mohammad;2024-05-24;2024-05-18;IPS12101;223210009463
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Process;Cutting NG;1.000;PCS;Shamratul Nahar Mohammad;2024-05-24;2024-05-18;IPS12101;223210009463
