Z210;D87A;67467-BZ170-SG;551;;1;N1P1;P120;Process;THREAD NG;5.000;PCS;Mohamad Aidil Zhafri Bin Mohamad Zani;2025-04-06;2025-03-19;IPS12105;223210011078
Z210;P2-13A;PW935228-RF;551;;1;N1RF2;P120;Process;Hump;2.000;PCS;Mohamad Aidil Zhafri Bin Mohamad Zani;2025-04-06;2025-03-19;IPS12101;223210011078
Z210;P2-30A;PW933799-RF;551;;1;N1RF1;P120;Process;D-Test;1.000;PCS;Mohamad Aidil Zhafri Bin Mohamad Zani;2025-04-06;2025-03-19;IPS12101;223210011078
Z210;P2-30A;PW933800-RF;551;;1;N1RF1;P120;Process;D-Test;1.000;PCS;Mohamad Aidil Zhafri Bin Mohamad Zani;2025-04-06;2025-03-19;IPS12101;223210011078
Z210;P2-30A;PW933797-98-RF;551;;1;N1RF2;P120;Process;D-Test;2.000;PCS;Mohamad Aidil Zhafri Bin Mohamad Zani;2025-04-06;2025-03-19;IPS12101;223210011078
Z210;P2-30A;PW932578-RF;551;;1;N1RF1;P120;Process;D-Test;1.000;PCS;Mohamad Aidil Zhafri Bin Mohamad Zani;2025-04-06;2025-03-19;IPS12101;223210011078
Z210;P2-30A;PW932577-78-RF;551;;1;N1RF2;P120;Process;D-Test;1.000;PCS;Mohamad Aidil Zhafri Bin Mohamad Zani;2025-04-06;2025-03-19;IPS12101;223210011078
Z210;P2-30A;PW933794-RF;551;;1;N1RF1;P120;Process;Cutting NG;2.000;PCS;Mohamad Aidil Zhafri Bin Mohamad Zani;2025-04-06;2025-03-19;IPS12101;223210011078
Z210;P2-30A;PW933793-RF;551;;1;N1RF1;P120;Process;Cutting NG;1.000;PCS;Mohamad Aidil Zhafri Bin Mohamad Zani;2025-04-06;2025-03-19;IPS12101;223210011078
Z210;P2-31A;PW935702-RF;551;;1;N1RF2;P120;Process;Cutting NG;10.000;PCS;Mohamad Aidil Zhafri Bin Mohamad Zani;2025-04-06;2025-03-19;IPS12101;223210011078
