Z110;P2-13A;RM-CLS-0.8X200.5;551;;1;N1RF1;P110;Process;Others;40.300;KG;Mohamad Aidil Zhafri Bin Mohamad Zani;2024-12-30;2024-12-24;IPS12101;223210010642
Z210;D92A;67455-BZ100-SG;551;;1;N1P1;P120;Setting;D-Test;1.000;PCS;Mohamad Aidil Zhafri Bin Mohamad Zani;2024-12-30;2024-12-24;IPS12105;223210010642
Z210;D27A;67465-BZ100-SG;551;;1;N1P1;P120;Setting;D-Test;7.000;PCS;Mohamad Aidil Zhafri Bin Mohamad Zani;2024-12-30;2024-12-24;IPS12105;223210010642
Z210;D27A;67451-BZ070-SG;551;;1;N1P1;P120;Setting;D-Test;2.000;PCS;Mohamad Aidil Zhafri Bin Mohamad Zani;2024-12-30;2024-12-24;IPS12105;223210010642
Z210;D27A;67462-BZ110-SG;551;;1;N1P1;P120;Setting;D-Test;2.000;PCS;Mohamad Aidil Zhafri Bin Mohamad Zani;2024-12-30;2024-12-24;IPS12105;223210010642
Z210;D55L;67462-BZ090-SG;551;;1;N1P1;P120;Setting;D-Test;7.000;PCS;Mohamad Aidil Zhafri Bin Mohamad Zani;2024-12-30;2024-12-24;IPS12105;223210010642
Z210;D55L;67463-BZ180-SG;551;;1;N1P1;P120;Setting;D-Test;5.000;PCS;Mohamad Aidil Zhafri Bin Mohamad Zani;2024-12-30;2024-12-24;IPS12105;223210010642
Z210;D55L;67467-BZ230-SG;551;;1;N1P1;P120;Setting;D-Test;2.000;PCS;Mohamad Aidil Zhafri Bin Mohamad Zani;2024-12-30;2024-12-24;IPS12105;223210010642
Z210;P2-30A;PW933718-SG;551;;1;N1P1;P120;Setting;D-Test;2.000;PCS;Mohamad Aidil Zhafri Bin Mohamad Zani;2024-12-30;2024-12-24;IPS12105;223210010642
