Z210;D20N;67457-BZ140-SG;551;;1;N1P1;P120;Process;THREAD NG;1.000;PCS;Shamratul Nahar Mohammad;2024-07-31;2024-07-24;IPS12105;223210009812
Z210;P2-13A;PW935211-RF;551;;1;N1RF1;P120;Process;Welding NG;2.000;PCS;Shamratul Nahar Mohammad;2024-07-31;2024-07-24;IPS12101;223210009812
Z210;P2-13A;PW935213-RF;551;;1;N1RF2;P120;Process;Welding NG;2.000;PCS;Shamratul Nahar Mohammad;2024-07-31;2024-07-24;IPS12101;223210009812
Z210;P2-13A;PW935228-RF;551;;1;N1RF1;P120;Process;Level NG;1.000;PCS;Shamratul Nahar Mohammad;2024-07-31;2024-07-24;IPS12101;223210009812
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Process;Level NG;1.000;PCS;Shamratul Nahar Mohammad;2024-07-31;2024-07-24;IPS12101;223210009812
Z210;P2-30A;PW932578-RF;551;;1;N1RF1;P120;Process;Crimping NG;4.000;PCS;Shamratul Nahar Mohammad;2024-07-31;2024-07-24;IPS12101;223210009812
Z210;P2-30A;PW932577-RF;551;;1;N1RF1;P120;Process;Crimping NG;1.000;PCS;Shamratul Nahar Mohammad;2024-07-31;2024-07-24;IPS12101;223210009812
Z210;P2-30A;PW932577-78-RF;551;;1;N1RF2;P120;Process;Crimping NG;5.000;PCS;Shamratul Nahar Mohammad;2024-07-31;2024-07-24;IPS12101;223210009812
Z210;P2-30A;PW933799-RF;551;;1;N1RF1;P120;Process;Hump;1.000;PCS;Shamratul Nahar Mohammad;2024-07-31;2024-07-24;IPS12101;223210009812
Z210;P2-30A;PW933797-98-RF;551;;1;N1RF2;P120;Process;Hump;1.000;PCS;Shamratul Nahar Mohammad;2024-07-31;2024-07-24;IPS12101;223210009812
