Z210;D55L;67463-BZ180-SG;551;;1;N1P1;P120;Setting;D-Test;7.000;PCS;Shamratul Nahar Mohammad;2023-06-14;2023-06-08;IPS12105;223210007634
Z210;P2-30A;PW933778-RF;551;;1;N1RF1;P120;Process;Bending NG;3.000;PCS;Shamratul Nahar Mohammad;2023-06-14;2023-06-08;IPS12101;223210007634
Z210;P2-30A;PW933791-92-RF;551;;1;N1RF1;P120;Process;Bending NG;7.000;PCS;Shamratul Nahar Mohammad;2023-06-14;2023-06-08;IPS12101;223210007634
Z210;P2-13A;PW935594-RF;551;;1;N1RF1;P120;Process;Cutting NG;1.000;PCS;Shamratul Nahar Mohammad;2023-06-14;2023-06-08;IPS12101;223210007634
Z210;P2-13A;PW935596-RF;551;;1;N1RF2;P120;Process;Cutting NG;1.000;PCS;Shamratul Nahar Mohammad;2023-06-14;2023-06-08;IPS12101;223210007634
Z210;P2-30A;PW933799-RF;551;;1;N1RF1;P120;Process;Crimping NG;6.000;PCS;Shamratul Nahar Mohammad;2023-06-14;2023-06-08;IPS12101;223210007634
Z210;P2-30A;PW933797-98-RF;551;;1;N1RF2;P120;Process;Crimping NG;6.000;PCS;Shamratul Nahar Mohammad;2023-06-14;2023-06-08;IPS12101;223210007634
Z210;P2-30A;PW932578-RF;551;;1;N1RF1;P120;Process;Hump;2.000;PCS;Shamratul Nahar Mohammad;2023-06-14;2023-06-08;IPS12101;223210007634
Z210;P2-30A;PW932577-78-RF;551;;1;N1RF2;P120;Process;Hump;2.000;PCS;Shamratul Nahar Mohammad;2023-06-14;2023-06-08;IPS12101;223210007634
Z210;P2-13A;PW935227-RF;551;;1;N1RF1;P120;Process;Hump;3.000;PCS;Shamratul Nahar Mohammad;2023-06-14;2023-06-08;IPS12101;223210007634
