Z210;D63D;67457-BZ110-SG;551;;1;N1P1;P120;Process;THREAD NG;1.000;PCS;Shamratul Nahar Mohammad;2024-02-23;2024-02-20;IPS12105;223210008988
Z210;P2-13A;PW935593-RF;551;;1;N1RF1;P120;Process;Hump;2.000;PCS;Shamratul Nahar Mohammad;2024-02-23;2024-02-20;IPS12101;223210008988
Z210;P2-13A;PW935595-RF;551;;1;N1RF2;P120;Process;Hump;2.000;PCS;Shamratul Nahar Mohammad;2024-02-23;2024-02-20;IPS12101;223210008988
Z210;P2-13A;PW935211-RF;551;;1;N1RF1;P120;Process;Dented;1.000;PCS;Shamratul Nahar Mohammad;2024-02-23;2024-02-20;IPS12101;223210008988
Z210;P2-13A;PW935213-RF;551;;1;N1RF2;P120;Process;Dented;1.000;PCS;Shamratul Nahar Mohammad;2024-02-23;2024-02-20;IPS12101;223210008988
Z210;P2-31A;PW935700-RF;551;;1;N1RF1;P120;Process;D-Test;1.000;PCS;Shamratul Nahar Mohammad;2024-02-23;2024-02-20;IPS12101;223210008988
Z210;P2-31A;PW935702-RF;551;;1;N1RF2;P120;Process;D-Test;1.000;PCS;Shamratul Nahar Mohammad;2024-02-23;2024-02-20;IPS12101;223210008988
Z210;P2-31A;PW935699-RF;551;;1;N1RF1;P120;Process;Cutting NG;2.000;PCS;Shamratul Nahar Mohammad;2024-02-23;2024-02-20;IPS12101;223210008988
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Process;Cutting NG;3.000;PCS;Shamratul Nahar Mohammad;2024-02-23;2024-02-20;IPS12101;223210008988
