Z210;D63D;67458-BZ110-SG;551;;1;N1P1;P120;Process;THREAD NG;1.000;PCS;Shamratul Nahar Mohammad;2023-12-20;2023-12-14;IPS12105;223210008656
Z210;P2-13A;PW935594-RF;551;;1;N1RF1;P120;Setting;Body NG;3.000;PCS;Shamratul Nahar Mohammad;2023-12-20;2023-12-14;IPS12101;223210008656
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Process;Hump;3.000;PCS;Shamratul Nahar Mohammad;2023-12-20;2023-12-14;IPS12101;223210008656
Z210;P2-13A;PW935212-RF;551;;1;N1RF1;P120;Process;Crimping NG;5.000;PCS;Shamratul Nahar Mohammad;2023-12-20;2023-12-14;IPS12101;223210008656
Z210;P2-13A;PW935214-RF;551;;1;N1RF2;P120;Process;Crimping NG;5.000;PCS;Shamratul Nahar Mohammad;2023-12-20;2023-12-14;IPS12101;223210008656
Z210;P2-30A;PW932578-RF;551;;1;N1RF1;P120;Process;Hump;2.000;PCS;Shamratul Nahar Mohammad;2023-12-20;2023-12-14;IPS12101;223210008656
Z210;P2-30A;PW932577-78-RF;551;;1;N1RF2;P120;Process;Hump;2.000;PCS;Shamratul Nahar Mohammad;2023-12-20;2023-12-14;IPS12101;223210008656
Z210;P2-30A;PW933800-RF;551;;1;N1RF1;P120;Process;Hump;1.000;PCS;Shamratul Nahar Mohammad;2023-12-20;2023-12-14;IPS12101;223210008656
Z210;P2-30A;PW933797-98-RF;551;;1;N1RF2;P120;Process;Hump;1.000;PCS;Shamratul Nahar Mohammad;2023-12-20;2023-12-14;IPS12101;223210008656
