Z310;D55L;68171BZ190;551;;2200;P130;Process;Nylon Pile;26.000;PCS;Shamratul Nahar Mohammad;2025-02-01;2025-02-01;IPS12203;223410000428
Z310;D55L;68171BZ190;551;;2200;P130;Process;Patches;100.000;PCS;Shamratul Nahar Mohammad;2025-02-01;2025-02-01;IPS12203;223410000428
Z310;D55L;68172BZ170;551;;2200;P130;Process;Patches;79.000;PCS;Shamratul Nahar Mohammad;2025-02-01;2025-02-01;IPS12203;223410000428
Z310;D55L;68173BZ180;551;;2200;P130;Process;Patches;36.000;PCS;Shamratul Nahar Mohammad;2025-02-01;2025-02-01;IPS12203;223410000428
Z310;D55L;68174BZ140;551;;2200;P130;Process;Patches;47.000;PCS;Shamratul Nahar Mohammad;2025-02-01;2025-02-01;IPS12203;223410000428
Z310;D27A;68163BZ230;551;;2200;P130;Process;Dented;40.000;PCS;Shamratul Nahar Mohammad;2025-02-01;2025-02-01;IPS12203;223410000428
Z310;D27A;68161BZ240;551;;2200;P130;Process;Dented;59.000;PCS;Shamratul Nahar Mohammad;2025-02-01;2025-02-01;IPS12203;223410000428
Z310;D27A;68162BZ230;551;;2200;P130;Process;Dented;87.000;PCS;Shamratul Nahar Mohammad;2025-02-01;2025-02-01;IPS12203;223410000428
Z310;3M0A;729103M4T010M2;551;;2200;P130;Process;Water Mark;21.000;PCS;Shamratul Nahar Mohammad;2025-02-01;2025-02-01;IPS12203;223410000428
Z310;T00;72910T00T010M1;551;;2200;P130;Process;Adhesive Over Apply;47.000;PCS;Shamratul Nahar Mohammad;2025-02-01;2025-02-01;IPS12203;223410000428
