Z210;D55L;67463-BZ180-SG;551;;1;N1P1;P120;Setting;D-Test;3.000;PCS;Shamratul Nahar Mohammad;2023-12-21;2023-12-16;IPS12105;223210008665
Z210;P2-31A;PW935701-RF;551;;1;N1RF2;P120;Process;Cutting NG;4.000;PCS;Shamratul Nahar Mohammad;2023-12-21;2023-12-16;IPS12101;223210008665
Z210;P2-13A;PW935213-RF;551;;1;N1RF2;P120;Process;Cutting NG;3.000;PCS;Shamratul Nahar Mohammad;2023-12-21;2023-12-16;IPS12101;223210008665
Z210;P2-13A;PW935596-RF;551;;1;N1RF2;P120;Process;Cutting NG;2.000;PCS;Shamratul Nahar Mohammad;2023-12-21;2023-12-16;IPS12101;223210008665
Z210;P2-30A;PW933797-98-RF;551;;1;N1RF2;P120;Process;Cutting NG;2.000;PCS;Shamratul Nahar Mohammad;2023-12-21;2023-12-16;IPS12101;223210008665
Z110;P2-13A;RM-CLS-0.8X143.5;551;;1;N1RF1;P110;Process;Dented;7.000;KG;Shamratul Nahar Mohammad;2023-12-21;2023-12-16;IPS12101;223210008665
