Z210;D87A;67455-BZ040-SG;551;;1;N1P1;P120;Setting;D-Test;3.000;PCS;MOHD AZHAR BIN TAIB;2025-06-30;2025-06-20;IPS12105;223210011562
Z210;P2-13A;PW935594-RF;551;;1;N1RF1;P120;Process;D-Test;2.000;PCS;MOHD AZHAR BIN TAIB;2025-06-30;2025-06-20;IPS12101;223210011562
Z210;P2-13A;PW935596-RF;551;;1;N1RF2;P120;Process;D-Test;2.000;PCS;MOHD AZHAR BIN TAIB;2025-06-30;2025-06-20;IPS12101;223210011562
Z210;P2-30A;PW932578-RF;551;;1;N1RF1;P120;Process;D-Test;1.000;PCS;MOHD AZHAR BIN TAIB;2025-06-30;2025-06-20;IPS12101;223210011562
Z210;P2-30A;PW932577-78-RF;551;;1;N1RF2;P120;Process;D-Test;1.000;PCS;MOHD AZHAR BIN TAIB;2025-06-30;2025-06-20;IPS12101;223210011562
Z210;P2-30A;PW933800-RF;551;;1;N1RF1;P120;Process;Hump;4.000;PCS;MOHD AZHAR BIN TAIB;2025-06-30;2025-06-20;IPS12101;223210011562
Z210;P2-30A;PW933797-98-RF;551;;1;N1RF2;P120;Process;Hump;4.000;PCS;MOHD AZHAR BIN TAIB;2025-06-30;2025-06-20;IPS12101;223210011562
Z210;P2-13A;PW935596-RF;551;;1;N1RF2;P120;Process;Cutting NG;2.000;PCS;MOHD AZHAR BIN TAIB;2025-06-30;2025-06-20;IPS12101;223210011562
Z210;P2-13A;PW935595-RF;551;;1;N1RF2;P120;Process;Cutting NG;2.000;PCS;MOHD AZHAR BIN TAIB;2025-06-30;2025-06-20;IPS12101;223210011562
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Process;Cutting NG;11.000;PCS;MOHD AZHAR BIN TAIB;2025-06-30;2025-06-20;IPS12101;223210011562
