Z210;D20N;67458-BZ140-SG;551;;1;N1P1;P120;Process;THREAD NG;1.000;PCS;Mohamad Aidil Zhafri Bin Mohamad Zani;2025-02-14;2025-02-05;IPS12105;223210010848
Z210;P2-13A;PW935231-32-RF;551;;1;N1RF1;P120;Process;Bending NG;24.000;PCS;Mohamad Aidil Zhafri Bin Mohamad Zani;2025-02-14;2025-02-05;IPS12101;223210010848
Z210;P2-30A;PW933791-92-RF;551;;1;N1RF1;P120;Process;Bending NG;2.000;PCS;Mohamad Aidil Zhafri Bin Mohamad Zani;2025-02-14;2025-02-05;IPS12101;223210010848
Z210;P2-13A;PW935594-RF;551;;1;N1RF1;P120;Process;Hole NG;57.000;PCS;Mohamad Aidil Zhafri Bin Mohamad Zani;2025-02-14;2025-02-05;IPS12101;223210010848
Z210;P2-13A;PW935596-RF;551;;1;N1RF2;P120;Process;Hole NG;57.000;PCS;Mohamad Aidil Zhafri Bin Mohamad Zani;2025-02-14;2025-02-05;IPS12101;223210010848
Z210;P2-13A;PW935231-32-RF;551;;1;N1RF1;P120;Process;Hole NG;44.000;PCS;Mohamad Aidil Zhafri Bin Mohamad Zani;2025-02-14;2025-02-05;IPS12101;223210010848
Z210;P2-13A;PW935593-RF;551;;1;N1RF1;P120;Process;Welding NG;1.000;PCS;Mohamad Aidil Zhafri Bin Mohamad Zani;2025-02-14;2025-02-05;IPS12101;223210010848
Z210;P2-13A;PW935596-RF;551;;1;N1RF2;P120;Process;Welding NG;1.000;PCS;Mohamad Aidil Zhafri Bin Mohamad Zani;2025-02-14;2025-02-05;IPS12101;223210010848
Z210;P2-13A;PW935227-RF;551;;1;N1RF1;P120;Process;Crimping NG;3.000;PCS;Mohamad Aidil Zhafri Bin Mohamad Zani;2025-02-14;2025-02-05;IPS12101;223210010848
