Z210;D55L;67453-BZ140-SG;551;;1;N1P1;P120;Setting;D-Test;2.000;PCS;Shamratul Nahar Mohammad;2024-02-19;2024-02-02;IPS12105;223210008936
Z210;P2-13A;PW935228-RF;551;;1;N1RF1;P120;Process;Crimping NG;3.000;PCS;Shamratul Nahar Mohammad;2024-02-19;2024-02-02;IPS12101;223210008936
Z210;P2-13A;PW935227-RF;551;;1;N1RF1;P120;Process;Crimping NG;1.000;PCS;Shamratul Nahar Mohammad;2024-02-19;2024-02-02;IPS12101;223210008936
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Process;Crimping NG;4.000;PCS;Shamratul Nahar Mohammad;2024-02-19;2024-02-02;IPS12101;223210008936
Z210;P2-13A;PW935211-RF;551;;1;N1RF1;P120;Process;Hump;1.000;PCS;Shamratul Nahar Mohammad;2024-02-19;2024-02-02;IPS12101;223210008936
Z210;P2-13A;PW935213-RF;551;;1;N1RF2;P120;Process;Hump;1.000;PCS;Shamratul Nahar Mohammad;2024-02-19;2024-02-02;IPS12101;223210008936
Z210;P2-13A;PW935594-RF;551;;1;N1RF1;P120;Process;Dented;1.000;PCS;Shamratul Nahar Mohammad;2024-02-19;2024-02-02;IPS12101;223210008936
Z210;P2-13A;PW935596-RF;551;;1;N1RF2;P120;Process;Dented;1.000;PCS;Shamratul Nahar Mohammad;2024-02-19;2024-02-02;IPS12101;223210008936
Z210;P2-13A;PW935595-RF;551;;1;N1RF2;P120;Process;Cutting NG;4.000;PCS;Shamratul Nahar Mohammad;2024-02-19;2024-02-02;IPS12101;223210008936
Z210;P2-30A;PW933797-98-RF;551;;1;N1RF2;P120;Process;Cutting NG;14.000;PCS;Shamratul Nahar Mohammad;2024-02-19;2024-02-02;IPS12101;223210008936
