Z210;D38L;67453-BZ180-SG;551;;1;N1P1;P120;Setting;D-Test;4.000;PCS;Shamratul Nahar Mohammad;2023-11-22;2023-11-06;IPS12105;223210008473
Z210;P2-13A;PW935212-RF;551;;1;N1RF1;P120;Process;Hump;2.000;PCS;Shamratul Nahar Mohammad;2023-11-22;2023-11-06;IPS12101;223210008473
Z210;P2-13A;PW935214-RF;551;;1;N1RF2;P120;Process;Hump;2.000;PCS;Shamratul Nahar Mohammad;2023-11-22;2023-11-06;IPS12101;223210008473
Z210;P2-30A;PW933800-RF;551;;1;N1RF1;P120;Process;Crimping NG;3.000;PCS;Shamratul Nahar Mohammad;2023-11-22;2023-11-06;IPS12101;223210008473
Z210;P2-30A;PW933797-98-RF;551;;1;N1RF2;P120;Process;Crimping NG;3.000;PCS;Shamratul Nahar Mohammad;2023-11-22;2023-11-06;IPS12101;223210008473
Z210;P2-30A;PW932578-RF;551;;1;N1RF1;P120;Process;Dented;1.000;PCS;Shamratul Nahar Mohammad;2023-11-22;2023-11-06;IPS12101;223210008473
Z210;P2-30A;PW932577-78-RF;551;;1;N1RF2;P120;Process;Dented;1.000;PCS;Shamratul Nahar Mohammad;2023-11-22;2023-11-06;IPS12101;223210008473
Z210;P2-13A;PW935595-RF;551;;1;N1RF2;P120;Process;Cutting NG;2.000;PCS;Shamratul Nahar Mohammad;2023-11-22;2023-11-06;IPS12101;223210008473
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Process;Cutting NG;12.000;PCS;Shamratul Nahar Mohammad;2023-11-22;2023-11-06;IPS12101;223210008473
Z210;P2-13A;PW935213-RF;551;;1;N1RF2;P120;Process;Cutting NG;2.000;PCS;Shamratul Nahar Mohammad;2023-11-22;2023-11-06;IPS12101;223210008473
