Z210;D20N;67458-BZ140-SG;551;;1;N1P1;P120;Process;THREAD NG;6.000;PCS;Shamratul Nahar Mohammad;2023-09-25;2023-09-19;IPS12105;223210008175
Z210;P2-13A;PW935212-RF;551;;1;N1RF1;P120;Process;Hump;5.000;PCS;Shamratul Nahar Mohammad;2023-09-25;2023-09-19;IPS12101;223210008175
Z210;P2-13A;PW935214-RF;551;;1;N1RF2;P120;Process;Hump;5.000;PCS;Shamratul Nahar Mohammad;2023-09-25;2023-09-19;IPS12101;223210008175
Z210;P2-13A;PW935211-RF;551;;1;N1RF1;P120;Process;Hump;1.000;PCS;Shamratul Nahar Mohammad;2023-09-25;2023-09-19;IPS12101;223210008175
Z210;P2-13A;PW935213-RF;551;;1;N1RF2;P120;Process;Hump;1.000;PCS;Shamratul Nahar Mohammad;2023-09-25;2023-09-19;IPS12101;223210008175
Z210;P2-30A;PW933799-RF;551;;1;N1RF1;P120;Process;Hump;1.000;PCS;Shamratul Nahar Mohammad;2023-09-25;2023-09-19;IPS12101;223210008175
Z210;P2-30A;PW933797-98-RF;551;;1;N1RF2;P120;Process;Hump;1.000;PCS;Shamratul Nahar Mohammad;2023-09-25;2023-09-19;IPS12101;223210008175
Z210;P2-30A;PW933797-98-RF;551;;1;N1RF2;P120;Process;Cutting NG;4.000;PCS;Shamratul Nahar Mohammad;2023-09-25;2023-09-19;IPS12101;223210008175
Z210;P2-13A;PW935214-RF;551;;1;N1RF2;P120;Process;Cutting NG;3.000;PCS;Shamratul Nahar Mohammad;2023-09-25;2023-09-19;IPS12101;223210008175
