Z210;D20N;67458-BZ140-SG;551;;1;N1P1;P120;Process;THREAD NG;1.000;PCS;Shamratul Nahar Mohammad;2023-06-14;2023-06-10;IPS12105;223210007644
Z210;P2-13A;PW935213-RF;551;;1;N1RF2;P120;Process;Deform;107.000;PCS;Shamratul Nahar Mohammad;2023-06-14;2023-06-10;IPS12101;223210007644
Z210;P2-13A;PW935593-RF;551;;1;N1RF1;P120;Process;Dented;3.000;PCS;Shamratul Nahar Mohammad;2023-06-14;2023-06-10;IPS12101;223210007644
Z210;P2-13A;PW935595-RF;551;;1;N1RF2;P120;Process;Dented;3.000;PCS;Shamratul Nahar Mohammad;2023-06-14;2023-06-10;IPS12101;223210007644
Z210;P2-13A;PW935595-RF;551;;1;N1RF2;P120;Process;Cutting NG;7.000;PCS;Shamratul Nahar Mohammad;2023-06-14;2023-06-10;IPS12101;223210007644
Z210;P2-30A;PW933793-RF;551;;1;N1RF1;P120;Process;Cutting NG;5.000;PCS;Shamratul Nahar Mohammad;2023-06-14;2023-06-10;IPS12101;223210007644
Z210;P2-30A;PW933797-98-RF;551;;1;N1RF2;P120;Process;Cutting NG;10.000;PCS;Shamratul Nahar Mohammad;2023-06-14;2023-06-10;IPS12101;223210007644
Z110;P2-30A;RM-CLS-0.8X200.5;551;;1;N1RF1;P110;Process;Dented;128.000;KG;Shamratul Nahar Mohammad;2023-06-14;2023-06-10;IPS12101;223210007644
