Z110;P2-30A;RM-CLS-0.8X200.5;551;;1;N1RF1;P110;Process;Others;59.800;KG;Mohamad Aidil Zhafri Bin Mohamad Zani;2025-02-26;2025-02-16;IPS12101;223210010923
Z210;P2-13A;PW935211-RF;551;;1;N1RF1;P120;Process;D-Test;1.000;PCS;Mohamad Aidil Zhafri Bin Mohamad Zani;2025-02-26;2025-02-16;IPS12101;223210010923
Z210;P2-13A;PW935213-RF;551;;1;N1RF2;P120;Process;D-Test;1.000;PCS;Mohamad Aidil Zhafri Bin Mohamad Zani;2025-02-26;2025-02-16;IPS12101;223210010923
Z210;P2-13A;PW935227-RF;551;;1;N1RF1;P120;Process;D-Test;1.000;PCS;Mohamad Aidil Zhafri Bin Mohamad Zani;2025-02-26;2025-02-16;IPS12101;223210010923
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Process;D-Test;1.000;PCS;Mohamad Aidil Zhafri Bin Mohamad Zani;2025-02-26;2025-02-16;IPS12101;223210010923
Z210;P2-30A;PW932577-RF;551;;1;N1RF1;P120;Process;D-Test;1.000;PCS;Mohamad Aidil Zhafri Bin Mohamad Zani;2025-02-26;2025-02-16;IPS12101;223210010923
Z210;P2-30A;PW932577-78-RF;551;;1;N1RF2;P120;Process;D-Test;1.000;PCS;Mohamad Aidil Zhafri Bin Mohamad Zani;2025-02-26;2025-02-16;IPS12101;223210010923
Z210;P2-30A;PW932577-78-RF;551;;1;N1RF2;P120;Process;Cutting NG;3.000;PCS;Mohamad Aidil Zhafri Bin Mohamad Zani;2025-02-26;2025-02-16;IPS12101;223210010923
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Process;Cutting NG;8.000;PCS;Mohamad Aidil Zhafri Bin Mohamad Zani;2025-02-26;2025-02-16;IPS12101;223210010923
