Z210;D55L;67467-BZ170-SG;551;;1;N1P1;P120;Setting;D-Test;1.000;PCS;Shamratul Nahar Mohammad;2023-12-21;2023-12-16;IPS12105;223210008669
Z210;P2-13A;PW935594-RF;551;;1;N1RF1;P120;Setting;Body NG;3.000;PCS;Shamratul Nahar Mohammad;2023-12-21;2023-12-16;IPS12101;223210008669
Z210;P2-13A;PW935596-RF;551;;1;N1RF2;P120;Setting;Body NG;3.000;PCS;Shamratul Nahar Mohammad;2023-12-21;2023-12-16;IPS12101;223210008669
Z210;P2-13A;PW935231-32-RF;551;;1;N1RF1;P120;Setting;Body NG;2.000;PCS;Shamratul Nahar Mohammad;2023-12-21;2023-12-16;IPS12101;223210008669
Z210;P2-13A;PW935227-RF;551;;1;N1RF1;P120;Process;Hump;1.000;PCS;Shamratul Nahar Mohammad;2023-12-21;2023-12-16;IPS12101;223210008669
Z210;P2-13A;PW935229-30-RF;551;;1;N1RF2;P120;Process;Hump;1.000;PCS;Shamratul Nahar Mohammad;2023-12-21;2023-12-16;IPS12101;223210008669
Z210;P2-13A;PW935211-RF;551;;1;N1RF1;P120;Process;Hump;1.000;PCS;Shamratul Nahar Mohammad;2023-12-21;2023-12-16;IPS12101;223210008669
Z210;P2-31A;PW935702-RF;551;;1;N1RF2;P120;Process;Welding NG;1.000;PCS;Shamratul Nahar Mohammad;2023-12-21;2023-12-16;IPS12101;223210008669
